2026-06-25 14:18:55 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 14:32:59 | INFO     | __main__:init_db:16 - 开始初始化数据库...
2026-06-25 14:32:59 | INFO     | __main__:init_db:23 - 数据库初始化完成: sqlite:///data/app.db
2026-06-25 14:33:03 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 14:47:43 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:02:31 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:25:53 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:27:25 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:28:02 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:28:40 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:38 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:40 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:42 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:44 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:46 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:48 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:50 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:54 | INFO     | app.parsers.docx_parser:parse:14 - 开始解析 DOCX: data\uploads\bf5f9e1d2c804c6691e3e3afcb493bc2.docx
2026-06-25 15:29:54 | INFO     | app.parsers.docx_parser:parse:35 - DOCX 解析完成: 232 段, 9870 字符, 18 个标题
2026-06-25 15:29:55 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:29:57 | ERROR    | app.services.document_service:ingest:145 - 文档入库失败: id=d03c0822ba0e4c2192045aa97d882bfd, error=Cannot send a request, as the client has been closed.
2026-06-25 15:29:57 | INFO     | app.parsers.docx_parser:parse:14 - 开始解析 DOCX: data\uploads\8d36c739267d4977af0c03c4eb708257.docx
2026-06-25 15:29:58 | INFO     | app.parsers.docx_parser:parse:35 - DOCX 解析完成: 232 段, 9870 字符, 18 个标题
2026-06-25 15:29:58 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:30:00 | ERROR    | app.services.document_service:ingest:145 - 文档入库失败: id=167d6d79bedf4197a6ff913456ad7cdc, error=Cannot send a request, as the client has been closed.
2026-06-25 15:30:00 | INFO     | app.parsers.docx_parser:parse:14 - 开始解析 DOCX: data\uploads\bf35a613db8a482b97e4b9b747a67302.docx
2026-06-25 15:30:00 | INFO     | app.parsers.docx_parser:parse:35 - DOCX 解析完成: 232 段, 9870 字符, 18 个标题
2026-06-25 15:30:00 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:30:02 | ERROR    | app.services.document_service:ingest:145 - 文档入库失败: id=d0ed28dad34342c380b9bd99aafc6a27, error=Cannot send a request, as the client has been closed.
2026-06-25 15:30:11 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:30:40 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:45:28 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:58:45 | INFO     | app.services.document_service:delete:177 - 文档删除完成: id=d0ed28dad34342c380b9bd99aafc6a27
2026-06-25 15:58:46 | INFO     | app.services.document_service:delete:177 - 文档删除完成: id=167d6d79bedf4197a6ff913456ad7cdc
2026-06-25 15:58:48 | INFO     | app.services.document_service:delete:177 - 文档删除完成: id=d03c0822ba0e4c2192045aa97d882bfd
2026-06-25 15:58:53 | INFO     | app.parsers.docx_parser:parse:14 - 开始解析 DOCX: data\uploads\1e5b9304eab14d8f920826431feaefd8.docx
2026-06-25 15:58:54 | INFO     | app.parsers.docx_parser:parse:35 - DOCX 解析完成: 232 段, 9870 字符, 18 个标题
2026-06-25 15:58:54 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:58:54 | ERROR    | app.services.document_service:ingest:145 - 文档入库失败: id=a5cfdb0782074397b3f98faab7696c7d, error=No module named 'sentence_transformers'
2026-06-25 15:59:05 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 15:59:15 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:00:15 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:15:02 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:17:45 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:17:47 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:17:49 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:22:27 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:27:41 | INFO     | app.services.embedding_service:_ensure_model:25 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:49:52 | INFO     | app.parsers.markdown_parser:parse:18 - 开始解析 Markdown: data\uploads\3fa8a5f1de4640b5822791d831c684ba.md
2026-06-25 16:49:52 | INFO     | app.parsers.markdown_parser:parse:33 - Markdown 解析完成: 498 字符, 4 个标题
2026-06-25 16:49:52 | INFO     | app.services.embedding_service:_ensure_model:23 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:49:52 | ERROR    | app.services.document_service:ingest:145 - 文档入库失败: id=a97b27ecfe364045a58c040be13c5fde, error=No module named 'sentence_transformers'
2026-06-25 16:54:14 | INFO     | app.parsers.markdown_parser:parse:18 - 开始解析 Markdown: data\uploads\b591241307ce4d0886843a6762612e5c.md
2026-06-25 16:54:14 | INFO     | app.parsers.markdown_parser:parse:33 - Markdown 解析完成: 498 字符, 4 个标题
2026-06-25 16:54:14 | INFO     | app.services.embedding_service:_ensure_model:25 - 加载 Embedding 模型: BAAI/bge-small-zh-v1.5
2026-06-25 16:54:24 | ERROR    | app.services.document_service:ingest:145 - 文档入库失败: id=da903c7824c84cfbae8c3f79a2f65289, error=[Errno 2] No such file or directory: 'C:\\Users\\Lenovo\\.cache\\huggingface\\hub\\models--BAAI--bge-small-zh-v1.5\\snapshots\\7999e1d3359715c523056ef9478215996d62a620\\.\\config_sentence_transformers.json'
2026-06-25 17:22:56 | INFO     | app.parsers.markdown_parser:parse:18 - 开始解析 Markdown: data\uploads\fbe8fefcda52454d98ced199234db8c4.md
2026-06-25 17:22:56 | INFO     | app.parsers.markdown_parser:parse:33 - Markdown 解析完成: 498 字符, 4 个标题
2026-06-25 17:22:56 | INFO     | app.services.embedding_service:_ensure_model:25 - 加载 Embedding 模型: models/bge-small-zh-v1.5
2026-06-25 17:23:11 | INFO     | app.services.embedding_service:_ensure_model:32 - Embedding 模型加载完成
2026-06-25 17:23:12 | INFO     | app.services.vector_service:_ensure_index:49 - 创建新 FAISS 索引，维度=512
2026-06-25 17:23:12 | INFO     | app.services.document_service:ingest:140 - 文档入库成功: id=d66a1bf6774a4ba89332f31ffcbfc0e6, chunks=1
2026-06-25 17:23:25 | WARNING  | app.services.llm_service:_ensure_client:26 - LLM_API_KEY 未配置，LLM 调用将失败
2026-06-25 17:23:25 | INFO     | app.services.llm_service:_ensure_client:32 - LLM 客户端初始化: provider=deepseek, model=deepseek-chat
2026-06-25 17:23:25 | INFO     | app.services.summary_service:generate:47 - 生成摘要: doc=d66a1bf6774a4ba89332f31ffcbfc0e6, tokens=456
2026-06-25 17:23:32 | WARNING  | app.services.llm_service:_chat:76 - LLM 调用失败 (第 1 次): Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****mpty is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-06-25 17:23:34 | WARNING  | app.services.llm_service:_chat:76 - LLM 调用失败 (第 2 次): Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****mpty is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
2026-06-25 17:23:38 | WARNING  | app.services.llm_service:_chat:76 - LLM 调用失败 (第 3 次): Error code: 401 - {'error': {'message': 'Authentication Fails, Your api key: ****mpty is invalid', 'type': 'authentication_error', 'param': None, 'code': 'invalid_request_error'}}
